sample_id,record_id,source_dataset,source_row_id,old_status,new_status,content_sha256,prompt_sha256,exact_reason,eval_corpus,matched_eval_id,matched_eval_ids,sample_stratum,sample_priority
12,bcff0b73e0a1e2aa4ba05272bbc78baec30c865585e8a3bb666a90ab8960b4a8,fable_5_5_distillation,data/train-data-00010.parquet#93097,requires_manual_review,quarantine_exact,e8acb4820b7419ea09f3f28a89465e3dfddfb4dff10e8176bae27345b33d9b31,e511489ae2d661c1dcfce7d549bab99fee5cb3419135f21a127607089ceb50e2,long_substring_ge_80,japanese_mt_bench,japanese_mt_bench:src/llm_jp_judge/data/mt_bench_ja/reference_answer/base-gpt4o-with-human-annotation-v0.jsonl#3,japanese_mt_bench:src/llm_jp_judge/data/mt_bench_ja/reference_answer/base-gpt4o-with-human-annotation-v0.jsonl#3,fable_5_5_distillation|japanese_mt_bench|long_substring_ge_80|content:e8acb4820b7419ea09f3f28a89465e3dfddfb4dff10e8176bae27345b33d9b31,47f89af68050330a
13,15c2615dd3c9f7f4463e9a3a7ae34f9a2345a39ff8b875200b7b02bb66108068,fable_5_5_distillation,data/train-data-00016.parquet#2919,not_checked_missing_eval_source,quarantine_exact,4160172aa26acab51680e98d6712b72cd0ec59b35a65c6734a6b1f8010fc80ab,70f9cc1279e0077d82416162734070d2bbaa1123e4a05f25d8c79cfdbec2ac64,long_substring_ge_80,japanese_mt_bench,japanese_mt_bench:src/llm_jp_judge/data/mt_bench_ja/reference_answer/base-gpt4o-with-human-annotation-v0.jsonl#3,japanese_mt_bench:src/llm_jp_judge/data/mt_bench_ja/reference_answer/base-gpt4o-with-human-annotation-v0.jsonl#3,fable_5_5_distillation|japanese_mt_bench|long_substring_ge_80|content:4160172aa26acab51680e98d6712b72cd0ec59b35a65c6734a6b1f8010fc80ab,9794700f3b8e34c0
14,b8e86d3194ba5e95517fa9e62a63426890f41d9dd4c8109fa7d4b734ca51f867,fable_5_5_distillation,data/train-data-00010.parquet#92645,not_checked_missing_eval_source,quarantine_exact,ce82285d96fff9b559ec3fb3eddffe62ae4837d7d9bebd255dd73ceb10709343,35f9067e422f379429bf3cb73bf5dcfea9bbb7628a5ed51cad82f827548ef4ff,long_substring_ge_80,japanese_mt_bench,japanese_mt_bench:src/llm_jp_judge/data/mt_bench_ja/reference_answer/base-gpt4o-with-human-annotation-v0.jsonl#3,japanese_mt_bench:src/llm_jp_judge/data/mt_bench_ja/reference_answer/base-gpt4o-with-human-annotation-v0.jsonl#3,fable_5_5_distillation|japanese_mt_bench|long_substring_ge_80|content:ce82285d96fff9b559ec3fb3eddffe62ae4837d7d9bebd255dd73ceb10709343,99a02bcb2e3e942a
15,cc059b231de9e6f05d400ec3117674dca354b244a778e67e65277a166a1900c6,fable_5_5_distillation,data/train-data-00010.parquet#93098,not_checked_missing_eval_source,quarantine_exact,a7317a5456e073f2dbb6935268afae907263532b8651fcd1614e3ed9cff0ed71,e511489ae2d661c1dcfce7d549bab99fee5cb3419135f21a127607089ceb50e2,long_substring_ge_80,japanese_mt_bench,japanese_mt_bench:src/llm_jp_judge/data/mt_bench_ja/reference_answer/base-gpt4o-with-human-annotation-v0.jsonl#3,japanese_mt_bench:src/llm_jp_judge/data/mt_bench_ja/reference_answer/base-gpt4o-with-human-annotation-v0.jsonl#3,fable_5_5_distillation|japanese_mt_bench|long_substring_ge_80|content:a7317a5456e073f2dbb6935268afae907263532b8651fcd1614e3ed9cff0ed71,a467484b0b7bcf6c
16,dc2ac5722a141c5d9857db39a08387f48cf93e12460f2e576add767d1c50b317,fable_5_5_distillation,data/train-data-00012.parquet#94879,not_checked_missing_eval_source,quarantine_exact,beaec7b62d52a7d23f24cdcb1612f15b895772a05f9eb13bcade2e9773438a38,b08c68bc727e7575dc43a73fea7ad6b39c0c6af5e0f763f76b68b89ffe565975,long_substring_ge_80,japanese_mt_bench,japanese_mt_bench:src/llm_jp_judge/data/mt_bench_ja/reference_answer/base-gpt4o-with-human-annotation-v0.jsonl#3,japanese_mt_bench:src/llm_jp_judge/data/mt_bench_ja/reference_answer/base-gpt4o-with-human-annotation-v0.jsonl#3,fable_5_5_distillation|japanese_mt_bench|long_substring_ge_80|content:beaec7b62d52a7d23f24cdcb1612f15b895772a05f9eb13bcade2e9773438a38,bbd85788eec6667e
17,df9d497b23deed1b6de7c079a6d79ebfe0ea451b667fa5a79fef182a1b8e4038,fable_5_5_distillation,data/train-data-00010.parquet#91075,not_checked_missing_eval_source,quarantine_exact,47979f7fb5eb35f7b7369305c30affb9a96dd4d2827ee920a2839ba4ba04efa4,dfe39300b54aea435acb8b03e8bef0a7667f3e18596eb46445a39d6e727b3af4,long_substring_ge_80,japanese_mt_bench,japanese_mt_bench:src/llm_jp_judge/data/mt_bench_ja/reference_answer/base-gpt4o-with-human-annotation-v0.jsonl#3,japanese_mt_bench:src/llm_jp_judge/data/mt_bench_ja/reference_answer/base-gpt4o-with-human-annotation-v0.jsonl#3,fable_5_5_distillation|japanese_mt_bench|long_substring_ge_80|content:47979f7fb5eb35f7b7369305c30affb9a96dd4d2827ee920a2839ba4ba04efa4,c5c6fcb07d9265bd
18,fb06f4b49dd778a6302570302c70d65043c233a995ed57e470b1aec1a98ba1e7,fable_5_5_distillation,data/train-data-00017.parquet#20798,not_checked_missing_eval_source,quarantine_exact,066a56278c1e9e54aef756194178e79666f9cf0327f8e331efa6e389d27cf4de,e48f847f09be99a7a82b869cbab845acb9b7a581d3e412567701661fc71d46e4,long_substring_ge_80,japanese_mt_bench,japanese_mt_bench:src/llm_jp_judge/data/mt_bench_ja/reference_answer/base-gpt4o-with-human-annotation-v0.jsonl#3,japanese_mt_bench:src/llm_jp_judge/data/mt_bench_ja/reference_answer/base-gpt4o-with-human-annotation-v0.jsonl#3,fable_5_5_distillation|japanese_mt_bench|long_substring_ge_80|content:066a56278c1e9e54aef756194178e79666f9cf0327f8e331efa6e389d27cf4de,c65328c9f4195df3
19,2e87441c5634f9f671b9253d810d8dc23284c4d3ac6772c9a29ae92ad637a735,fable_5_5_distillation,data/train-data-00010.parquet#92988,not_checked_missing_eval_source,quarantine_exact,fa5a4b95b73b5bb4479a44e298c064d9d1b3e2cd398fdf533f4c42ca0ccb3292,5e27048466b76ccce73e52818b4e7562e5b9135be695512f989df2655258169c,long_substring_ge_80,japanese_mt_bench,japanese_mt_bench:src/llm_jp_judge/data/mt_bench_ja/reference_answer/base-gpt4o-with-human-annotation-v0.jsonl#3,japanese_mt_bench:src/llm_jp_judge/data/mt_bench_ja/reference_answer/base-gpt4o-with-human-annotation-v0.jsonl#3,fable_5_5_distillation|japanese_mt_bench|long_substring_ge_80|content:fa5a4b95b73b5bb4479a44e298c064d9d1b3e2cd398fdf533f4c42ca0ccb3292,c6bed8ee03e949ac
20,48f98aa039beb1f68688633f73ac445909371064c7c768a357e54c92a7fcccbc,fable_5_5_distillation,data/train-data-00010.parquet#92989,not_checked_missing_eval_source,quarantine_exact,1c114ab1791cb35a8af27bb20bced1dec635af1898bd37714248699590b953f9,5e27048466b76ccce73e52818b4e7562e5b9135be695512f989df2655258169c,long_substring_ge_80,japanese_mt_bench,japanese_mt_bench:src/llm_jp_judge/data/mt_bench_ja/reference_answer/base-gpt4o-with-human-annotation-v0.jsonl#3,japanese_mt_bench:src/llm_jp_judge/data/mt_bench_ja/reference_answer/base-gpt4o-with-human-annotation-v0.jsonl#3,fable_5_5_distillation|japanese_mt_bench|long_substring_ge_80|content:1c114ab1791cb35a8af27bb20bced1dec635af1898bd37714248699590b953f9,ca4951d8dbd9a5d4
21,f0a3c9e840b64d4aeaf12c66512ed94b310be6e02dcab601b40bd544df22ce60,fable_5_5_distillation,data/train-data-00010.parquet#93284,not_checked_missing_eval_source,quarantine_exact,a2467d75b7a47c34b424073b8802dc04db1fe149763183f93ee8054c5eff3374,b63e62b91a56aff871b45e1e87b96f120128fad8334a23cfa16b26c61b90357b,long_substring_ge_80,japanese_mt_bench,japanese_mt_bench:src/llm_jp_judge/data/mt_bench_ja/reference_answer/base-gpt4o-with-human-annotation-v0.jsonl#3,japanese_mt_bench:src/llm_jp_judge/data/mt_bench_ja/reference_answer/base-gpt4o-with-human-annotation-v0.jsonl#3,fable_5_5_distillation|japanese_mt_bench|long_substring_ge_80|content:a2467d75b7a47c34b424073b8802dc04db1fe149763183f93ee8054c5eff3374,ccd0cea46c113de2
22,0bc425cff6b4da82d666e21acc3b36a50b86defaf1e94cd8bdef25afdd7e4265,fable_5_5_distillation,data/train-data-00007.parquet#18385,not_checked_missing_eval_source,quarantine_exact,92d881c57d5af903f8beb45ec36336bb0b4f15cbc91318987e1906e7cab2f8c1,49ec4ade885d57c503e6b6537c7d2db405ae537e21c45cebbf26474d5fcc589e,long_substring_ge_80,japanese_mt_bench,japanese_mt_bench:src/llm_jp_judge/data/mt_bench_ja/reference_answer/base-gpt4o-with-human-annotation-v0.jsonl#3,japanese_mt_bench:src/llm_jp_judge/data/mt_bench_ja/reference_answer/base-gpt4o-with-human-annotation-v0.jsonl#3,fable_5_5_distillation|japanese_mt_bench|long_substring_ge_80|content:92d881c57d5af903f8beb45ec36336bb0b4f15cbc91318987e1906e7cab2f8c1,d2be704af0fee86d
23,ae37e9de8f8703d7aadcece6b3f42b7e1366d6bcb70d648d6ca1ae68c21f11d9,fable_5_5_distillation,data/eval-data-00001.parquet#22467,not_checked_missing_eval_source,quarantine_exact,0240ec3b8be3ee682926f929b84721854e17c64b72bb00328b6e9d5f3cec2c49,25b1cd14f7573324cb74b7b587a78bd66bb22fe50b9fd9e01499890104d516c8,long_substring_ge_80,japanese_mt_bench,japanese_mt_bench:src/llm_jp_judge/data/mt_bench_ja/reference_answer/base-gpt4o-with-human-annotation-v0.jsonl#31,japanese_mt_bench:src/llm_jp_judge/data/mt_bench_ja/reference_answer/base-gpt4o-with-human-annotation-v0.jsonl#31,fable_5_5_distillation|japanese_mt_bench|long_substring_ge_80|content:0240ec3b8be3ee682926f929b84721854e17c64b72bb00328b6e9d5f3cec2c49,067f9de79c010688
24,e593bae837e0ae8bd937cd00b5c25a426b93b1c2f29f8e10bafe3fab2451ebb7,fable_5_5_distillation,data/train-data-00003.parquet#54921,not_checked_missing_eval_source,quarantine_exact,755297fd856c23da78e3631e73e9a45dae283355eb524ad1c4f4253455c3760d,40b4f6aa2660e407f51584f0cdbd143eb29c2b979d6e000a1a583d93e7cb2f8c,long_substring_ge_80,japanese_mt_bench,japanese_mt_bench:src/llm_jp_judge/data/mt_bench_ja/reference_answer/base-gpt4o-with-human-annotation-v0.jsonl#31,japanese_mt_bench:src/llm_jp_judge/data/mt_bench_ja/reference_answer/base-gpt4o-with-human-annotation-v0.jsonl#31,fable_5_5_distillation|japanese_mt_bench|long_substring_ge_80|content:755297fd856c23da78e3631e73e9a45dae283355eb524ad1c4f4253455c3760d,074b971a30b9bea8
25,5d986edcbb955983ffebed2182df2290361228e154cb467d2fffe4bf7eac35e4,fable_5_5_distillation,data/train-data-00005.parquet#14868,not_checked_missing_eval_source,quarantine_exact,615856da1dbe7c6fd241a29be1acc031111bcfd1e91aba9b987e51c9d4608693,cdfd1cb69438198a3946be39f1ce44edcf0e9683ffca3f510b0f0b4ce99310dc,long_substring_ge_80,japanese_mt_bench,japanese_mt_bench:src/llm_jp_judge/data/mt_bench_ja/reference_answer/base-gpt4o-with-human-annotation-v0.jsonl#31,japanese_mt_bench:src/llm_jp_judge/data/mt_bench_ja/reference_answer/base-gpt4o-with-human-annotation-v0.jsonl#31,fable_5_5_distillation|japanese_mt_bench|long_substring_ge_80|content:615856da1dbe7c6fd241a29be1acc031111bcfd1e91aba9b987e51c9d4608693,14ad3c3205124e7e
26,e97203e23775be5dda51769970083b246c383995c8bd07ac009c9de7707116d9,fable_5_5_distillation,data/eval-data-00001.parquet#4421,not_checked_missing_eval_source,quarantine_exact,4b1514624351498e05797247b93ce41a4c8add393821083721c80bee8c616483,72fe69ee55618b0f3f21279b58b80c2ea37b406dff0c5ba7e30e5e3a930d2ed3,long_substring_ge_80,japanese_mt_bench,japanese_mt_bench:src/llm_jp_judge/data/mt_bench_ja/reference_answer/base-gpt4o-with-human-annotation-v0.jsonl#31,japanese_mt_bench:src/llm_jp_judge/data/mt_bench_ja/reference_answer/base-gpt4o-with-human-annotation-v0.jsonl#31,fable_5_5_distillation|japanese_mt_bench|long_substring_ge_80|content:4b1514624351498e05797247b93ce41a4c8add393821083721c80bee8c616483,296076fbf6b276f8
27,4d546434c049c08d0e4eb8803b3709b205eb9bc0f77d87df0c342d45ea16b4eb,fable_5_5_distillation,data/train-data-00004.parquet#94324,not_checked_missing_eval_source,quarantine_exact,44ff81c4169facb53532697f4b0a1eb6a238bb85c72e1e100ca4e9e21beae97c,5e3f4fe15e9439a486f3af67d5f1ed720cc7281b6c27d0fa989de18ae8827841,long_substring_ge_80,japanese_mt_bench,japanese_mt_bench:src/llm_jp_judge/data/mt_bench_ja/reference_answer/base-gpt4o-with-human-annotation-v0.jsonl#31,japanese_mt_bench:src/llm_jp_judge/data/mt_bench_ja/reference_answer/base-gpt4o-with-human-annotation-v0.jsonl#31,fable_5_5_distillation|japanese_mt_bench|long_substring_ge_80|content:44ff81c4169facb53532697f4b0a1eb6a238bb85c72e1e100ca4e9e21beae97c,4a8707b1f32a5dff
28,80cd286bcdb67f1f4c9acb0128577bc1dd9b8714cf6819254b262e74285d8de3,fable_5_5_distillation,data/eval-data-00001.parquet#18800,not_checked_missing_eval_source,quarantine_exact,9510b2cf57a6c1b3cc57dbebd8d7b73b1d22a78895a3beaf9401c3706bfc76c5,26909d8c4cfa10a2e1521f688b78b851f02e8c0b846fe78f1c2fff5246be1724,long_substring_ge_80,japanese_mt_bench,japanese_mt_bench:src/llm_jp_judge/data/mt_bench_ja/reference_answer/base-gpt4o-with-human-annotation-v0.jsonl#31,japanese_mt_bench:src/llm_jp_judge/data/mt_bench_ja/reference_answer/base-gpt4o-with-human-annotation-v0.jsonl#31,fable_5_5_distillation|japanese_mt_bench|long_substring_ge_80|content:9510b2cf57a6c1b3cc57dbebd8d7b73b1d22a78895a3beaf9401c3706bfc76c5,679495a8da994ebe
29,19fcfc456f58837d1af806e0bd7e8bd77524c9f25c9f52916470892dcd3adbdf,fable_5_5_distillation,data/train-data-00004.parquet#85272,not_checked_missing_eval_source,quarantine_exact,39814cbdfb5f51e3486b0d81a20d1da878927cae4756ee4b86db902c1cac3c73,b01f4cad7bff67f5dc77b86fa1e323c8432594c47a25b44862064a37528f2a8a,long_substring_ge_80,japanese_mt_bench,japanese_mt_bench:src/llm_jp_judge/data/mt_bench_ja/reference_answer/base-gpt4o-with-human-annotation-v0.jsonl#31,japanese_mt_bench:src/llm_jp_judge/data/mt_bench_ja/reference_answer/base-gpt4o-with-human-annotation-v0.jsonl#31,fable_5_5_distillation|japanese_mt_bench|long_substring_ge_80|content:39814cbdfb5f51e3486b0d81a20d1da878927cae4756ee4b86db902c1cac3c73,733d139b17a9943b
30,610f9f67743853e13da6f451c0b1fb24cd8ae3bfcc6d4190d227cf09fed086b5,fable_5_5_distillation,data/train-data-00004.parquet#7945,not_checked_missing_eval_source,quarantine_exact,2107519ba68d927bc823c02cccdf7501c803426857fe7abac9d9b35c685a4d2f,0699f380dfa3eff496d8dd9617756fbcc112f6542b6539b6bb151d01ca411670,long_substring_ge_80,japanese_mt_bench,japanese_mt_bench:src/llm_jp_judge/data/mt_bench_ja/reference_answer/base-gpt4o-with-human-annotation-v0.jsonl#31,japanese_mt_bench:src/llm_jp_judge/data/mt_bench_ja/reference_answer/base-gpt4o-with-human-annotation-v0.jsonl#31,fable_5_5_distillation|japanese_mt_bench|long_substring_ge_80|content:2107519ba68d927bc823c02cccdf7501c803426857fe7abac9d9b35c685a4d2f,8d6b19dd8f423c08
31,bd606af728a6657fc65159a62cdb5636d9ae905e87fa97367c6cfc039787538f,fable_5_5_distillation,data/train-data-00004.parquet#87644,not_checked_missing_eval_source,quarantine_exact,c0a083673c9fe579799484c4cff151eaee7e57263cda884587b0267c51248a32,21231f1a4c67ebf04d4b16d7d6cd3dd6d733ff7c376ad59e0dbcdc8279f0e1e2,long_substring_ge_80,japanese_mt_bench,japanese_mt_bench:src/llm_jp_judge/data/mt_bench_ja/reference_answer/base-gpt4o-with-human-annotation-v0.jsonl#31,japanese_mt_bench:src/llm_jp_judge/data/mt_bench_ja/reference_answer/base-gpt4o-with-human-annotation-v0.jsonl#31,fable_5_5_distillation|japanese_mt_bench|long_substring_ge_80|content:c0a083673c9fe579799484c4cff151eaee7e57263cda884587b0267c51248a32,91215c70d5626143
32,0e986f3ae1f8f5e1aec427fd57b4477c45bf2cbf22d7f71512ed73f044a1f848,fable_5_5_distillation,data/train-data-00005.parquet#87043,not_checked_missing_eval_source,quarantine_exact,dc304c7239509491f25ee35ee08a4aea9aa2412ed3dd09799ddea49855b16a84,fcd298fae704ba1ea4941e5554f97782547de7a1a81736f97cbe4f1feeb3d6a5,long_substring_ge_80,japanese_mt_bench,japanese_mt_bench:src/llm_jp_judge/data/mt_bench_ja/reference_answer/base-gpt4o-with-human-annotation-v0.jsonl#31,japanese_mt_bench:src/llm_jp_judge/data/mt_bench_ja/reference_answer/base-gpt4o-with-human-annotation-v0.jsonl#31,fable_5_5_distillation|japanese_mt_bench|long_substring_ge_80|content:dc304c7239509491f25ee35ee08a4aea9aa2412ed3dd09799ddea49855b16a84,a0fb6c5acbbe8b17
33,8f5a2d95c892ab423bdf1e7030af7401ab3bceac7323a27566437a5e2faa7860,fable_5_5_distillation,data/train-data-00005.parquet#78264,not_checked_missing_eval_source,quarantine_exact,8a4e5508d87c67c35bc965739497d15c40ba5b933105d837c7dff348d7dc78f7,408e10a75b0a3294e4f9e36f50695162d3fa1dd5d2700ccebf0d3adb3d886ff4,long_substring_ge_80,japanese_mt_bench,japanese_mt_bench:src/llm_jp_judge/data/mt_bench_ja/reference_answer/base-gpt4o-with-human-annotation-v0.jsonl#31,japanese_mt_bench:src/llm_jp_judge/data/mt_bench_ja/reference_answer/base-gpt4o-with-human-annotation-v0.jsonl#31,fable_5_5_distillation|japanese_mt_bench|long_substring_ge_80|content:8a4e5508d87c67c35bc965739497d15c40ba5b933105d837c7dff348d7dc78f7,c9e4b9a1ecf31d29
34,138149214198b6d8f88cc65abc375f105602197c7503b54f4fdf7d9c3381f1c4,fable_5_5_distillation,data/train-data-00004.parquet#22005,not_checked_missing_eval_source,quarantine_exact,17cf615f781d8d897f6a616c22bde46316905a9dee7a31b68a0ba8b6918964b2,a670bbe2844e0d84ed740330acea7467f14261b4106c03144e4ab8cffe67f493,long_substring_ge_80,japanese_mt_bench,japanese_mt_bench:src/llm_jp_judge/data/mt_bench_ja/reference_answer/base-gpt4o-with-human-annotation-v0.jsonl#31,japanese_mt_bench:src/llm_jp_judge/data/mt_bench_ja/reference_answer/base-gpt4o-with-human-annotation-v0.jsonl#31,fable_5_5_distillation|japanese_mt_bench|long_substring_ge_80|content:17cf615f781d8d897f6a616c22bde46316905a9dee7a31b68a0ba8b6918964b2,f2c7f2471c362f40
