sample_id,sample_stratum,source_dataset,source_row_id,source_file,source_family,record_id,cluster_id,cluster_candidate_rows,cluster_source_rows,eval_corpora,eval_fingerprint_rows,raw_status,raw_reasons,similarity,content_hash,prompt_hash,candidate_projection_empty,all_eval_projections_empty,false_positive_candidate,false_positive_basis,recommended_disposition,sample_priority
11,frontier_multi_teacher|data/canonical|content_sha256:e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,frontier_multi_teacher,data/canonical/train-00002-of-00006.parquet#3646,data/canonical/train-00002-of-00006.parquet,data/canonical,a11e3c11501885b6e49f9c9986884bf468c62d5c4d383df0ad5a22e0b6541b15,content_sha256:e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,1393704,1393704,japanese_mt_bench,430,quarantine_exact,full_content_sha256,1.0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,,True,True,True,candidate_and_eval_normalized_content_are_empty,keep_quarantined_and_rescan_after_extractor_fix,00004247478219f4
12,frontier_multi_teacher|metadata/context_buckets|content_sha256:e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,frontier_multi_teacher,metadata/context_buckets/glm47-le-32768.parquet#19532,metadata/context_buckets/glm47-le-32768.parquet,metadata/context_buckets,840df33d858fcd7c41f3e062589c361ef012ab1dafd80f5a21660f5763329167,content_sha256:e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,1393704,1393704,japanese_mt_bench,430,quarantine_exact,full_content_sha256,1.0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,,True,True,True,candidate_and_eval_normalized_content_are_empty,keep_quarantined_and_rescan_after_extractor_fix,00004d07ffdf9d93
13,frontier_multi_teacher|metadata/context_buckets|content_sha256:e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,frontier_multi_teacher,metadata/context_buckets/llama31_final-le-16384.parquet#40834,metadata/context_buckets/llama31_final-le-16384.parquet,metadata/context_buckets,856ac01a4d0582e62c9f0e2a7b0edf2c6cbd40812965df1b47900199b895213f,content_sha256:e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,1393704,1393704,japanese_mt_bench,430,quarantine_exact,full_content_sha256,1.0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,,True,True,True,candidate_and_eval_normalized_content_are_empty,keep_quarantined_and_rescan_after_extractor_fix,0000567426dc7db2
14,frontier_multi_teacher|metadata/parent_ids|content_sha256:e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,frontier_multi_teacher,metadata/parent_ids/prompt_completion_text.parquet#29203,metadata/parent_ids/prompt_completion_text.parquet,metadata/parent_ids,2a49d4e214142933d60b52e7c4168d906dc05dfc57e2c74b35aa0fc1e63616fb,content_sha256:e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,1393704,1393704,japanese_mt_bench,430,quarantine_exact,full_content_sha256,1.0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,,True,True,True,candidate_and_eval_normalized_content_are_empty,keep_quarantined_and_rescan_after_extractor_fix,00005aaeb4ff4a3c
15,frontier_multi_teacher|metadata/context_buckets|content_sha256:e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,frontier_multi_teacher,metadata/context_buckets/glm47-le-16384.parquet#5972,metadata/context_buckets/glm47-le-16384.parquet,metadata/context_buckets,008bb2bc8dd5e55fbbb96cbc8adf0898e066b0d52dbff4a84d616f15021c8da4,content_sha256:e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,1393704,1393704,japanese_mt_bench,430,quarantine_exact,full_content_sha256,1.0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,,True,True,True,candidate_and_eval_normalized_content_are_empty,keep_quarantined_and_rescan_after_extractor_fix,00005fea45b98566
16,frontier_multi_teacher|metadata/context_buckets|content_sha256:e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,frontier_multi_teacher,metadata/context_buckets/glm47-le-65536.parquet#14413,metadata/context_buckets/glm47-le-65536.parquet,metadata/context_buckets,1c80b06be6e5d60d64de5b716d2fd09140935f47466ddcb212843574b2c169de,content_sha256:e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,1393704,1393704,japanese_mt_bench,430,quarantine_exact,full_content_sha256,1.0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,,True,True,True,candidate_and_eval_normalized_content_are_empty,keep_quarantined_and_rescan_after_extractor_fix,00007d0c30324858
17,frontier_multi_teacher|metadata/context_buckets|content_sha256:e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,frontier_multi_teacher,metadata/context_buckets/llama31_final-le-16384.parquet#12194,metadata/context_buckets/llama31_final-le-16384.parquet,metadata/context_buckets,1b1dbfd41b8989f7ca070ae4b50b50852a8d1a8ca721e1a4607859679f19d0a3,content_sha256:e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,1393704,1393704,japanese_mt_bench,430,quarantine_exact,full_content_sha256,1.0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,,True,True,True,candidate_and_eval_normalized_content_are_empty,keep_quarantined_and_rescan_after_extractor_fix,000094e6592bce4a
18,frontier_multi_teacher|metadata/context_buckets|content_sha256:e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,frontier_multi_teacher,metadata/context_buckets/qwen3-le-8192.parquet#8409,metadata/context_buckets/qwen3-le-8192.parquet,metadata/context_buckets,d1ca1ea661f1c725205b1a090550c54f4ca17aaddb6fa5482dab64752646547c,content_sha256:e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,1393704,1393704,japanese_mt_bench,430,quarantine_exact,full_content_sha256,1.0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,,True,True,True,candidate_and_eval_normalized_content_are_empty,keep_quarantined_and_rescan_after_extractor_fix,0000a503f0dab197
19,frontier_multi_teacher|metadata/context_buckets|content_sha256:e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,frontier_multi_teacher,metadata/context_buckets/llama31_final-le-4096.parquet#7051,metadata/context_buckets/llama31_final-le-4096.parquet,metadata/context_buckets,452dd921ff88460af96a4b67e862a6aff7d81c88b858119969587a102b1660ec,content_sha256:e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,1393704,1393704,japanese_mt_bench,430,quarantine_exact,full_content_sha256,1.0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,,True,True,True,candidate_and_eval_normalized_content_are_empty,keep_quarantined_and_rescan_after_extractor_fix,0000b40866fb92c0
20,frontier_multi_teacher|metadata/context_buckets|content_sha256:e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,frontier_multi_teacher,metadata/context_buckets/qwen3-le-32768.parquet#36952,metadata/context_buckets/qwen3-le-32768.parquet,metadata/context_buckets,5834138798e98c80a6788a3143efa467af03fe411cf4953aaa137a8bb2575992,content_sha256:e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,1393704,1393704,japanese_mt_bench,430,quarantine_exact,full_content_sha256,1.0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,,True,True,True,candidate_and_eval_normalized_content_are_empty,keep_quarantined_and_rescan_after_extractor_fix,0000d151d1c7ce41
21,frontier_multi_teacher|data/token_stats|content_sha256:e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,frontier_multi_teacher,data/token_stats/train-00004-of-00005.parquet#3453,data/token_stats/train-00004-of-00005.parquet,data/token_stats,da2c96790f5d8b59717275b8c67b17865c260410bd53a8ed6a229d4f5f2aaa8a,content_sha256:e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,1393704,1393704,japanese_mt_bench,430,quarantine_exact,full_content_sha256,1.0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,,True,True,True,candidate_and_eval_normalized_content_are_empty,keep_quarantined_and_rescan_after_extractor_fix,0000db18f3669dee
22,frontier_multi_teacher|metadata/context_buckets|content_sha256:e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,frontier_multi_teacher,metadata/context_buckets/qwen3-le-4096.parquet#27216,metadata/context_buckets/qwen3-le-4096.parquet,metadata/context_buckets,a9d0aef60d3b6d9b93367e14df930003209bc7f2c2d3e1618ed3092be003db79,content_sha256:e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,1393704,1393704,japanese_mt_bench,430,quarantine_exact,full_content_sha256,1.0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,,True,True,True,candidate_and_eval_normalized_content_are_empty,keep_quarantined_and_rescan_after_extractor_fix,0000e14a4ef2a5d6
23,frontier_multi_teacher|metadata/context_buckets|content_sha256:e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,frontier_multi_teacher,metadata/context_buckets/llama31_final-le-65536.parquet#16933,metadata/context_buckets/llama31_final-le-65536.parquet,metadata/context_buckets,fc90c4057ea5bdb634102f088e80a28fa5db3743885855f92916a9ab548d7d15,content_sha256:e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,1393704,1393704,japanese_mt_bench,430,quarantine_exact,full_content_sha256,1.0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,,True,True,True,candidate_and_eval_normalized_content_are_empty,keep_quarantined_and_rescan_after_extractor_fix,0000e33223cad755
24,frontier_multi_teacher|metadata/context_buckets|content_sha256:e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,frontier_multi_teacher,metadata/context_buckets/glm47-le-4096.parquet#13230,metadata/context_buckets/glm47-le-4096.parquet,metadata/context_buckets,7220359306118e0a9e20f0b39ea8b8753b4245e0684f2b0126081575659ca354,content_sha256:e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,1393704,1393704,japanese_mt_bench,430,quarantine_exact,full_content_sha256,1.0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,,True,True,True,candidate_and_eval_normalized_content_are_empty,keep_quarantined_and_rescan_after_extractor_fix,0001022169e21686
25,frontier_multi_teacher|data/token_stats|content_sha256:e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,frontier_multi_teacher,data/token_stats/train-00000-of-00006.parquet#6381,data/token_stats/train-00000-of-00006.parquet,data/token_stats,5bb301d74249e32331ff27491d10ee581f14ee2455aab43c748d5425f915ce57,content_sha256:e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,1393704,1393704,japanese_mt_bench,430,quarantine_exact,full_content_sha256,1.0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,,True,True,True,candidate_and_eval_normalized_content_are_empty,keep_quarantined_and_rescan_after_extractor_fix,000104a12b249bbf
26,frontier_multi_teacher|metadata/context_buckets|content_sha256:e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,frontier_multi_teacher,metadata/context_buckets/qwen3-le-16384.parquet#50516,metadata/context_buckets/qwen3-le-16384.parquet,metadata/context_buckets,589b17bdbf734aa468f20ec005c1266dc5d798cc385d3b5c9f193a1f336f3a5a,content_sha256:e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,1393704,1393704,japanese_mt_bench,430,quarantine_exact,full_content_sha256,1.0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,,True,True,True,candidate_and_eval_normalized_content_are_empty,keep_quarantined_and_rescan_after_extractor_fix,00011e2e6623450a
27,frontier_multi_teacher|metadata/context_buckets|content_sha256:e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,frontier_multi_teacher,metadata/context_buckets/glm47-le-8192.parquet#8998,metadata/context_buckets/glm47-le-8192.parquet,metadata/context_buckets,7ae1fb1d780e193c0eebe174b9e068dac6edbe048d7606fefdc450c1dc2fd2bf,content_sha256:e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,1393704,1393704,japanese_mt_bench,430,quarantine_exact,full_content_sha256,1.0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,,True,True,True,candidate_and_eval_normalized_content_are_empty,keep_quarantined_and_rescan_after_extractor_fix,000125fcefe7ff5e
28,frontier_multi_teacher|metadata/context_buckets|content_sha256:e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,frontier_multi_teacher,metadata/context_buckets/glm47-le-16384.parquet#46080,metadata/context_buckets/glm47-le-16384.parquet,metadata/context_buckets,71872291894ed4b2d21aa8d8209c81e4b425800e218a2c2a47d55169c8eb5402,content_sha256:e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,1393704,1393704,japanese_mt_bench,430,quarantine_exact,full_content_sha256,1.0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,,True,True,True,candidate_and_eval_normalized_content_are_empty,keep_quarantined_and_rescan_after_extractor_fix,00012ac3935c51d6
29,frontier_multi_teacher|metadata/context_buckets|content_sha256:e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,frontier_multi_teacher,metadata/context_buckets/qwen3-le-32768.parquet#39867,metadata/context_buckets/qwen3-le-32768.parquet,metadata/context_buckets,d7072e0a8f83e872544a9097576d0504964eb99438335aec28b60b27cc10acb9,content_sha256:e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,1393704,1393704,japanese_mt_bench,430,quarantine_exact,full_content_sha256,1.0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,,True,True,True,candidate_and_eval_normalized_content_are_empty,keep_quarantined_and_rescan_after_extractor_fix,00013a8197963386
30,frontier_multi_teacher|metadata/context_buckets|content_sha256:e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,frontier_multi_teacher,metadata/context_buckets/qwen3-le-8192.parquet#10692,metadata/context_buckets/qwen3-le-8192.parquet,metadata/context_buckets,56b9bb9f5554feba9c2aeda61474f6dccdb8733a7516bd12afedb1a1affd24cd,content_sha256:e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,1393704,1393704,japanese_mt_bench,430,quarantine_exact,full_content_sha256,1.0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,,True,True,True,candidate_and_eval_normalized_content_are_empty,keep_quarantined_and_rescan_after_extractor_fix,0001431fc00bec57
31,frontier_multi_teacher|metadata/context_buckets|content_sha256:e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,frontier_multi_teacher,metadata/context_buckets/qwen3-le-8192.parquet#50874,metadata/context_buckets/qwen3-le-8192.parquet,metadata/context_buckets,db473c35075f5a2e57e85e41ca644ef13bc1440be82bd986175b26c7b0c8f470,content_sha256:e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,1393704,1393704,japanese_mt_bench,430,quarantine_exact,full_content_sha256,1.0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,,True,True,True,candidate_and_eval_normalized_content_are_empty,keep_quarantined_and_rescan_after_extractor_fix,000146a8fae1c7e5
32,frontier_multi_teacher|metadata/context_buckets|content_sha256:e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,frontier_multi_teacher,metadata/context_buckets/qwen3-le-65536.parquet#14818,metadata/context_buckets/qwen3-le-65536.parquet,metadata/context_buckets,3428234fee2d6069bea6ba2d5d57b80fb883b737a52ed69e99bd22393109def0,content_sha256:e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,1393704,1393704,japanese_mt_bench,430,quarantine_exact,full_content_sha256,1.0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,,True,True,True,candidate_and_eval_normalized_content_are_empty,keep_quarantined_and_rescan_after_extractor_fix,000153cafabe9b0e
33,frontier_multi_teacher|metadata/context_buckets|content_sha256:e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,frontier_multi_teacher,metadata/context_buckets/qwen3-le-65536.parquet#6892,metadata/context_buckets/qwen3-le-65536.parquet,metadata/context_buckets,867a0d2212838f740ca9332d9f04d384dedc6fe407ebfcfcc176049ef3b238a4,content_sha256:e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,1393704,1393704,japanese_mt_bench,430,quarantine_exact,full_content_sha256,1.0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,,True,True,True,candidate_and_eval_normalized_content_are_empty,keep_quarantined_and_rescan_after_extractor_fix,0001548d9879dbfe
34,frontier_multi_teacher|metadata/context_buckets|content_sha256:e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,frontier_multi_teacher,metadata/context_buckets/llama31_final-le-65536.parquet#39997,metadata/context_buckets/llama31_final-le-65536.parquet,metadata/context_buckets,39c05d17e2922a291f38f2b422fea4a5bf2bb75f7144a7649abe55ac8d79998e,content_sha256:e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,1393704,1393704,japanese_mt_bench,430,quarantine_exact,full_content_sha256,1.0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,,True,True,True,candidate_and_eval_normalized_content_are_empty,keep_quarantined_and_rescan_after_extractor_fix,00015b41c13ab04f
35,frontier_multi_teacher|data/glm47_native|content_sha256:e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,frontier_multi_teacher,data/glm47_native/train-00011-of-00021.parquet#1185,data/glm47_native/train-00011-of-00021.parquet,data/glm47_native,6481307ac6f4e917b2bc3577349facd302e197d0d66b1b358fc2b6f408314f0f,content_sha256:e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,1393704,1393704,japanese_mt_bench,430,quarantine_exact,full_content_sha256,1.0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,,True,True,True,candidate_and_eval_normalized_content_are_empty,keep_quarantined_and_rescan_after_extractor_fix,00017baf1d5cb92c
36,frontier_multi_teacher|data/canonical|content_sha256:e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,frontier_multi_teacher,data/canonical/validation-00000-of-00001.parquet#1907,data/canonical/validation-00000-of-00001.parquet,data/canonical,5a3f967c792c1ad365546d42db9c87c7a0fb06631b204ca542f406a3d0c8de4f,content_sha256:e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,1393704,1393704,japanese_mt_bench,430,quarantine_exact,full_content_sha256,1.0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,,True,True,True,candidate_and_eval_normalized_content_are_empty,keep_quarantined_and_rescan_after_extractor_fix,00018c2b0f6d75a6
